,item_id,recommend,sentiment_analisy,app_name,year
0,1250,True,2,Killing Floor,2009
1,1250,True,2,Killing Floor,2009
2,1250,True,2,Killing Floor,2009
3,1250,True,1,Killing Floor,2009
4,1250,True,1,Killing Floor,2009
5,1250,True,2,Killing Floor,2009
6,1250,True,1,Killing Floor,2009
7,1250,True,2,Killing Floor,2009
8,1250,True,1,Killing Floor,2009
9,1250,True,2,Killing Floor,2009
10,1250,True,2,Killing Floor,2009
11,1250,True,1,Killing Floor,2009
12,1250,True,0,Killing Floor,2009
13,1250,True,2,Killing Floor,2009
14,1250,True,2,Killing Floor,2009
15,1250,True,2,Killing Floor,2009
16,1250,True,0,Killing Floor,2009
17,1250,True,2,Killing Floor,2009
18,1250,True,1,Killing Floor,2009
19,1250,True,2,Killing Floor,2009
20,1250,True,0,Killing Floor,2009
21,1250,True,0,Killing Floor,2009
22,1250,True,2,Killing Floor,2009
23,1250,True,2,Killing Floor,2009
24,1250,True,2,Killing Floor,2009
25,1250,True,0,Killing Floor,2009
26,1250,True,2,Killing Floor,2009
27,1250,True,1,Killing Floor,2009
28,1250,True,1,Killing Floor,2009
29,1250,False,0,Killing Floor,2009
30,1250,True,0,Killing Floor,2009
31,1250,True,1,Killing Floor,2009
32,1250,True,2,Killing Floor,2009
33,1250,True,2,Killing Floor,2009
34,1250,True,2,Killing Floor,2009
35,1250,True,0,Killing Floor,2009
36,1250,True,1,Killing Floor,2009
37,1250,True,2,Killing Floor,2009
38,1250,True,0,Killing Floor,2009
39,1250,True,2,Killing Floor,2009
40,1250,True,2,Killing Floor,2009
41,1250,True,2,Killing Floor,2009
42,1250,True,1,Killing Floor,2009
43,1250,True,1,Killing Floor,2009
44,1250,True,1,Killing Floor,2009
45,1250,True,2,Killing Floor,2009
46,1250,True,2,Killing Floor,2009
47,1250,True,1,Killing Floor,2009
48,1250,False,2,Killing Floor,2009
49,1250,True,2,Killing Floor,2009
50,1250,True,1,Killing Floor,2009
51,1250,True,2,Killing Floor,2009
52,1250,True,2,Killing Floor,2009
53,1250,True,2,Killing Floor,2009
54,1250,True,2,Killing Floor,2009
55,1250,True,2,Killing Floor,2009
56,1250,True,1,Killing Floor,2009
57,1250,True,2,Killing Floor,2009
58,1250,True,1,Killing Floor,2009
59,1250,True,1,Killing Floor,2009
60,1250,True,0,Killing Floor,2009
61,1250,True,2,Killing Floor,2009
62,1250,True,0,Killing Floor,2009
63,1250,True,2,Killing Floor,2009
64,1250,True,0,Killing Floor,2009
65,1250,True,0,Killing Floor,2009
66,1250,True,2,Killing Floor,2009
67,1250,True,2,Killing Floor,2009
68,1250,True,0,Killing Floor,2009
69,1250,True,2,Killing Floor,2009
70,1250,True,2,Killing Floor,2009
71,1250,True,1,Killing Floor,2009
72,1250,True,2,Killing Floor,2009
73,1250,True,2,Killing Floor,2009
74,1250,True,2,Killing Floor,2009
75,1250,True,2,Killing Floor,2009
76,1250,True,2,Killing Floor,2009
77,1250,True,2,Killing Floor,2009
78,1250,True,2,Killing Floor,2009
79,1250,True,2,Killing Floor,2009
80,1250,True,2,Killing Floor,2009
81,1250,True,1,Killing Floor,2009
82,1250,True,1,Killing Floor,2009
83,1250,True,0,Killing Floor,2009
84,1250,True,0,Killing Floor,2009
85,1250,True,1,Killing Floor,2009
86,1250,True,1,Killing Floor,2009
87,1250,True,2,Killing Floor,2009
88,1250,True,2,Killing Floor,2009
89,1250,True,2,Killing Floor,2009
90,1250,True,0,Killing Floor,2009
91,1250,True,2,Killing Floor,2009
92,1250,True,2,Killing Floor,2009
